stn,wban,year,mo,da,temp,count_temp,dewp,count_dewp,slp,count_slp,stp,count_stp,visib,count_visib,wdsp,count_wdsp,mxpsd,gust,max,flag_max,min,flag_min,prcp,flag_prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
725060,94728,2012,04,26,52.0,24,42.4,24,1011.0,20,1005.1,24,8.3,24,4.6,23,13.0,15.0,59.0,*,43.0,*,0.0,G,999.9,0,1,0,0,0,0
725060,94728,2012,03,03,46.9,24,39.1,24,1002.9,20,998.0,24,6.2,24,3.5,24,20.0,21.0,55.9,*,39.2,*,0.23,G,999.9,1,1,0,0,0,0
725060,94728,2012,02,25,41.3,24,25.5,24,999.6,21,994.7,24,9.4,24,11.6,23,34.0,35.0,46.9,*,37.4,*,0.31,G,999.9,0,1,0,0,0,0
725060,94728,2012,06,29,82.4,24,64.8,24,1004.9,21,1000.2,24,8.3,24,3.5,22,11.1,999.9,93.0,*,64.9,*,0.21,G,999.9,1,1,0,0,0,0
725060,94728,2012,07,27,76.6,24,69.3,24,1007.0,22,1002.2,24,9.1,24,4.4,24,14.0,999.9,87.1,,70.0,,0.6,G,999.9,0,1,0,0,0,0
725060,94728,2012,10,15,65.3,24,57.8,24,1009.5,22,1004.2,24,9.4,24,4.5,22,20.0,26.0,71.1,*,61.0,*,0.0,G,999.9,0,1,0,0,0,0
725060,94728,2012,10,27,61.9,24,53.9,24,1017.0,22,1012.1,24,9.6,24,4.3,24,12.0,16.9,64.9,*,42.8,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,05,07,56.8,24,43.8,24,1019.7,23,1014.8,24,10.0,24,2.9,24,6.0,999.9,64.0,*,41.0,*,0.0,G,999.9,0,1,0,0,0,0
725060,94728,2012,08,31,78.7,24,56.1,24,1016.3,23,1011.4,24,9.9,24,3.9,24,20.0,27.0,90.0,*,68.0,*,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,01,09,35.0,24,17.9,24,1024.8,24,1019.8,24,10.0,24,3.1,24,12.0,999.9,41.0,,30.9,,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,11,06,36.6,24,17.4,24,1022.0,24,1017.0,24,10.0,24,4.8,24,14.0,18.1,45.0,,32.0,,0.07,G,999.9,0,0,0,0,0,0
725060,94728,2012,03,26,49.7,24,30.0,24,1008.8,24,1003.9,24,10.0,24,5.8,24,22.0,32.1,54.0,,39.9,,0.06,G,999.9,0,0,0,0,0,0
725060,94728,2012,01,04,18.4,24,1.1,24,1020.4,24,1015.3,24,10.0,24,7.2,24,22.0,999.9,27.0,,12.9,,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,02,14,40.4,24,16.6,24,1017.6,24,1012.7,24,10.0,24,3.8,24,11.1,15.9,46.9,,36.0,,0.0,G,999.9,0,0,0,0,0,0
725060,94728,2012,05,11,58.2,24,34.4,24,1013.2,24,1008.4,24,10.0,24,5.3,24,14.0,19.0,68.0,,48.9,,0.19,G,999.9,0,0,0,0,0,0
725060,94728,2012,01,16,22.9,24,6.1,24,1033.3,24,1028.2,24,10.0,24,4.3,24,15.0,17.1,35.1,,15.1,,0.0,G,999.9,0,0,0,0,0,0
